applicant_id,monitoring_month,jurisdiction,protected_group,age,annual_income,employment_years,debt_to_income,credit_history_years,missed_payments_12m,prior_default,loan_amount,product_type,actual_repaid,true_repayment_probability,predicted_repayment_probability,approved
A00-00812,0,US,Minority,35,74191.16,11.25,0.473,12.11,1,0,19385.68,personal,1,0.6382,0.6080006650938912,1
A00-00813,0,EU,Majority,36,61952.23,7.78,0.407,0.5,1,0,38444.64,personal,0,0.2499,0.2322161298667871,0
A00-00814,0,US,Majority,55,85637.64,0.66,0.57,13.18,2,0,22635.93,home_improvement,1,0.5528,0.5942785455027493,1
A00-00815,0,US,Minority,46,37348.21,13.41,0.501,3.45,7,0,35026.07,personal,0,0.0225,0.03652803982573062,0
A00-00816,0,EU,Minority,63,83754.77,4.63,0.35,8.16,2,0,17711.95,personal,0,0.5459,0.5247640773300659,0
A00-00817,0,US,Majority,42,68329.91,12.97,0.384,5.8,0,0,31432.27,home_improvement,1,0.5778,0.5986048296649428,1
A00-00818,0,US,Majority,35,67587.77,4.53,0.5,16.47,0,0,27110.17,personal,1,0.7221,0.7269596466214651,1
A00-00819,0,US,Majority,32,55332.73,3.89,0.216,9.0,1,0,32663.9,personal,1,0.509,0.5404671022923946,0
A00-00820,0,US,Majority,21,45170.85,7.47,0.572,5.67,0,0,35692.87,personal,1,0.2769,0.24880752744081736,0
A00-00821,0,US,Majority,36,36833.23,17.34,0.237,7.3,0,0,16971.82,personal,0,0.5375,0.507195279569275,0
A00-00822,0,EU,Majority,52,54007.24,11.05,0.438,8.86,1,0,32672.45,personal,0,0.4086,0.44358351765684517,0
A00-00823,0,EU,Majority,46,79665.79,7.96,0.331,9.21,0,0,15014.88,auto,1,0.7804,0.7196753338628171,1
A00-00824,0,EU,Minority,39,43235.71,7.41,0.369,8.86,1,0,15038.76,personal,0,0.4077,0.3744663745803205,0
A00-00825,0,EU,Majority,28,39079.48,6.05,0.174,8.49,0,0,18176.89,auto,1,0.6031,0.5614994442848721,1
A00-00826,0,US,Majority,41,51227.76,12.64,0.439,2.99,1,0,30987.62,home_improvement,1,0.283,0.3042870334835346,0
A00-00827,0,EU,Majority,50,61188.17,9.06,0.175,7.14,0,0,42695.43,personal,0,0.6124,0.6698853513933438,1
A00-00828,0,US,Minority,44,54935.48,2.07,0.202,9.53,2,0,42390.7,personal,1,0.3988,0.5026871050965166,0
A00-00829,0,US,Majority,41,66051.03,2.98,0.469,5.82,0,0,20751.27,personal,0,0.4761,0.3920934646441825,0
A00-00830,0,EU,Majority,30,88119.52,8.12,0.545,11.19,1,0,33316.45,personal,0,0.6122,0.6012299696609607,1
A00-00831,0,US,Majority,49,92235.83,2.62,0.25,8.63,3,0,39315.52,personal,0,0.5054,0.5790065400752034,1
A00-00832,0,US,Majority,21,106603.79,6.22,0.45,7.63,0,0,31648.99,personal,0,0.7569,0.6942720996288965,1
A00-00833,0,US,Majority,43,37626.76,9.5,0.426,13.28,3,0,25097.15,personal,0,0.2667,0.33325275500960183,0
A00-00834,0,US,Minority,67,45238.21,7.51,0.364,0.5,0,0,27632.57,personal,0,0.2801,0.25202972191724365,0
A00-00835,0,US,Majority,22,81771.22,2.33,0.49,5.8,0,0,23738.76,personal,0,0.5541,0.4449950028695566,0
A00-00836,0,US,Minority,36,52873.41,3.1,0.355,12.03,2,0,23311.09,auto,1,0.466,0.4813556642329802,0
A00-00837,0,EU,Minority,39,77854.94,7.65,0.437,14.42,1,0,22719.22,personal,1,0.7064,0.7052179606733833,1
A00-00838,0,US,Majority,34,72435.16,16.28,0.18,17.64,1,1,25591.81,auto,1,0.6955,0.7667757726629355,1
A00-00839,0,US,Majority,50,98504.88,5.45,0.185,8.7,0,0,28307.67,auto,1,0.8626,0.8471797964593193,1
A00-00840,0,US,Majority,44,88311.61,9.69,0.47,10.33,2,0,21070.45,personal,0,0.5805,0.5576458573954497,1
A00-00841,0,EU,Minority,41,81659.32,7.54,0.441,10.37,1,0,31766.46,auto,0,0.6504,0.6448647106303459,1
A00-00842,0,US,Majority,48,60674.44,3.79,0.313,13.6,0,0,30732.16,personal,0,0.6983,0.7298907415807026,1
A00-00843,0,US,Majority,39,66648.24,9.75,0.559,9.75,0,0,42510.29,auto,0,0.5515,0.5648804181695534,1
A00-00844,0,US,Majority,70,62700.18,1.68,0.558,12.2,2,0,28964.91,personal,1,0.3571,0.40584500328200246,0
A00-00845,0,EU,Minority,41,32888.05,9.35,0.428,8.94,4,0,21806.38,auto,0,0.1466,0.1711355456080662,0
A00-00846,0,EU,Majority,41,96463.62,7.82,0.155,10.59,4,0,23906.56,auto,1,0.6511,0.6862638796094934,1
A00-00847,0,EU,Minority,21,75662.36,4.03,0.362,3.43,1,0,25484.14,auto,0,0.4784,0.38912249289447925,0
A00-00848,0,EU,Majority,33,61944.48,2.79,0.23,7.18,1,0,29856.17,auto,0,0.5435,0.5334798338563207,0
A00-00849,0,US,Minority,52,86287.26,4.27,0.386,5.01,0,1,28585.45,personal,1,0.3368,0.315926005616595,0
A00-00850,0,US,Majority,24,56523.01,3.6,0.218,3.74,0,0,12344.17,personal,0,0.5273,0.4122330149973568,0
A00-00851,0,US,Majority,21,33575.45,4.91,0.186,1.89,2,0,18209.45,personal,1,0.1963,0.1689282077778151,0
A00-00852,0,US,Minority,39,80640.03,4.56,0.103,5.41,1,0,30998.65,personal,1,0.646,0.6441714369102092,1
A00-00853,0,US,Minority,54,37207.36,4.03,0.395,6.04,1,0,32482.13,personal,1,0.2417,0.26318026985556203,0
A00-00854,0,US,Majority,39,64780.27,1.63,0.054,8.92,2,0,14898.4,auto,1,0.6428,0.6272686755524253,1
A00-00855,0,US,Majority,35,72416.34,2.51,0.292,10.72,2,0,27454.83,auto,0,0.5795,0.589683658141114,1
A00-00856,0,EU,Minority,21,68823.84,10.64,0.458,7.85,1,0,29206.81,home_improvement,1,0.4936,0.5073757852663396,0
A00-00857,0,US,Minority,44,77619.62,4.11,0.288,6.07,2,0,24144.94,auto,1,0.5109,0.48227190312304474,0
A00-00858,0,EU,Majority,46,79536.18,4.97,0.2,4.84,1,0,21284.57,auto,1,0.6438,0.589642989145295,1
A00-00859,0,EU,Majority,21,78947.96,4.4,0.322,12.01,0,0,17026.4,home_improvement,1,0.7974,0.7808393834222533,1
A00-00860,0,US,Minority,51,46475.72,12.8,0.276,6.69,2,0,25900.32,personal,1,0.3323,0.36552378039946387,0
A00-00861,0,US,Minority,47,67090.63,3.54,0.397,5.36,0,0,35987.06,auto,0,0.5172,0.49232052871423665,0
A00-00862,0,EU,Minority,51,32894.55,3.37,0.251,6.35,0,0,36306.62,personal,0,0.3602,0.40008329441887924,0
A00-00863,0,EU,Majority,45,98180.62,7.92,0.317,5.57,0,0,20588.77,personal,0,0.7604,0.6890076417686974,1
A00-00864,0,US,Majority,46,41851.27,6.52,0.288,6.38,1,0,21862.37,home_improvement,0,0.3772,0.41236911547764765,0
A00-00865,0,US,Minority,45,54917.64,8.05,0.374,4.85,1,0,6010.51,personal,0,0.404,0.30942012087374704,0
A00-00866,0,EU,Minority,49,36441.39,7.75,0.571,5.95,2,0,25829.16,home_improvement,0,0.1516,0.17738785167404536,0
A00-00867,0,EU,Minority,21,47626.84,9.9,0.399,9.72,1,0,30228.53,home_improvement,0,0.4322,0.48646522937376,0
A00-00868,0,US,Majority,22,68755.14,2.29,0.391,10.13,2,0,36388.39,home_improvement,0,0.4348,0.5114695321745152,0
A00-00869,0,US,Majority,31,58453.6,7.48,0.255,14.69,1,0,13281.11,auto,1,0.7487,0.7337988431876565,1
A00-00870,0,EU,Minority,38,83240.68,3.38,0.402,11.95,1,0,21276.78,auto,1,0.7208,0.6863315790109695,1
A00-00871,0,US,Majority,43,72811.12,1.25,0.297,16.33,0,0,30951.05,personal,1,0.8059,0.8312767609262732,1
A00-00872,0,EU,Minority,43,52704.72,7.72,0.379,9.34,3,0,11502.39,personal,0,0.3072,0.29662511529913205,0
A00-00873,0,US,Majority,51,65961.94,7.46,0.408,10.67,2,0,29960.91,home_improvement,1,0.4645,0.5549371989373275,1
A00-00874,0,US,Minority,52,84674.31,5.75,0.315,5.15,1,0,34295.01,personal,1,0.5477,0.544869295167167,0
A00-00875,0,US,Minority,29,78768.55,10.0,0.327,10.4,0,0,16139.99,personal,0,0.7732,0.7187454984619226,1
A00-00876,0,US,Majority,42,46863.35,3.4,0.272,5.88,1,0,24488.44,home_improvement,1,0.3829,0.41493867547301866,0
A00-00877,0,EU,Majority,30,55567.62,8.47,0.269,2.62,2,0,13628.92,personal,0,0.3043,0.24570261535420976,0
A00-00878,0,US,Majority,37,77521.01,5.25,0.351,14.61,1,0,36537.93,home_improvement,1,0.7237,0.7999820226740583,1
A00-00879,0,EU,Majority,43,75213.97,5.5,0.286,3.5,2,0,31494.99,personal,0,0.3735,0.3689838160866066,0
A00-00880,0,US,Majority,21,48542.75,1.41,0.51,10.26,1,0,20789.34,personal,1,0.357,0.3156162871942447,0
A00-00881,0,EU,Majority,66,82733.41,10.06,0.651,4.98,0,0,20608.75,auto,0,0.5405,0.43783728221101964,0
A00-00882,0,EU,Minority,45,44573.39,7.29,0.307,11.61,1,0,28832.55,personal,1,0.484,0.5349675362045061,0
A00-00883,0,EU,Majority,32,93272.71,8.28,0.365,13.55,0,0,35332.52,auto,1,0.8561,0.856865725969231,1
A00-00884,0,US,Majority,60,78559.53,3.09,0.455,10.62,0,0,20195.5,personal,1,0.6844,0.6455338705440345,1
A00-00885,0,EU,Majority,35,46993.44,6.8,0.298,13.49,3,0,19788.33,personal,1,0.3883,0.44147101777965075,0
A00-00886,0,US,Majority,40,58447.54,5.24,0.211,8.53,1,0,21875.05,home_improvement,1,0.5758,0.6126508817922572,1
A00-00887,0,EU,Majority,34,58117.25,7.52,0.539,17.44,0,0,37839.87,personal,0,0.6602,0.7133466730527122,1
A00-00888,0,US,Majority,57,71537.66,6.62,0.412,11.48,1,0,8187.78,auto,1,0.6858,0.6272012586157574,1
A00-00889,0,US,Minority,38,57624.44,14.2,0.413,3.5,2,0,36875.79,personal,0,0.2412,0.25778663461212287,0
A00-00890,0,US,Majority,41,46735.71,11.78,0.504,8.78,0,0,23565.79,home_improvement,1,0.4648,0.4791955875623005,0
A00-00891,0,EU,Minority,52,35009.08,4.88,0.467,6.49,2,0,24177.95,home_improvement,0,0.1812,0.21737213872191877,0
A00-00892,0,EU,Majority,45,78931.44,7.72,0.324,7.5,0,1,20406.25,auto,1,0.4675,0.42890953815506033,0
A00-00893,0,US,Majority,38,73938.5,4.62,0.213,1.87,2,0,30529.91,personal,1,0.3628,0.34664895931098155,0
A00-00894,0,EU,Minority,51,63505.21,9.85,0.316,8.65,2,0,17013.08,home_improvement,1,0.4946,0.5338649055323862,0
A00-00895,0,EU,Minority,67,66643.91,5.38,0.52,1.56,1,0,36024.07,home_improvement,0,0.257,0.282655405174668,0
A00-00896,0,US,Majority,42,56740.54,4.23,0.412,0.5,1,0,35841.99,auto,1,0.2481,0.22070094279905886,0
A00-00897,0,US,Majority,40,71995.85,6.75,0.308,7.12,0,0,16142.28,auto,0,0.7037,0.6234504690809193,1
A00-00898,0,EU,Majority,41,116731.61,11.27,0.542,5.48,0,1,33886.41,personal,0,0.4733,0.42801190211972723,0
A00-00899,0,EU,Majority,53,90816.78,10.28,0.311,5.05,2,0,20026.03,personal,1,0.5541,0.5137632312791512,0
A00-00900,0,US,Majority,32,63020.24,4.38,0.449,0.5,0,0,25226.64,auto,1,0.371,0.2680051987611017,0
A00-00901,0,EU,Majority,36,58555.94,13.51,0.356,5.1,1,0,39590.45,auto,0,0.4232,0.44071570165828944,0
A00-00902,0,US,Majority,22,18000.0,3.22,0.562,7.81,1,0,17782.21,auto,0,0.1812,0.14710803159966718,0
A00-00903,0,EU,Majority,26,88805.19,3.9,0.42,5.96,2,1,31298.66,home_improvement,1,0.213,0.24495936427424334,0
A00-00904,0,EU,Minority,33,76445.5,9.61,0.381,8.65,0,0,32040.01,personal,1,0.6636,0.6440709405852498,1
A00-00905,0,EU,Majority,38,58167.27,1.26,0.309,14.07,0,0,25669.07,home_improvement,0,0.7147,0.7590443011896795,1
A00-00906,0,US,Majority,58,41297.55,5.9,0.328,10.57,2,1,29686.85,personal,0,0.1331,0.19325344475084577,0
A00-00907,0,US,Majority,45,46549.92,4.86,0.243,12.61,1,0,29187.16,home_improvement,1,0.5655,0.667337269988502,1
A00-00908,0,US,Majority,29,76943.56,13.95,0.166,12.94,1,0,16972.84,personal,1,0.8172,0.8120133816988979,1
A00-00909,0,US,Majority,31,66802.53,2.83,0.367,4.42,1,0,20564.11,personal,0,0.4076,0.33529907522460406,0
A00-00910,0,EU,Minority,54,74640.25,3.05,0.311,8.86,1,0,18488.27,auto,0,0.6521,0.6138703190367589,1
A00-00911,0,US,Minority,51,63142.42,15.02,0.311,11.08,0,0,25653.84,personal,1,0.716,0.7265352260555614,1
A00-00912,0,US,Minority,39,79868.42,4.9,0.364,5.36,0,0,38229.2,personal,0,0.5736,0.554287867376099,1
A00-00913,0,US,Minority,34,68521.93,11.02,0.381,3.94,0,0,34757.81,auto,1,0.5387,0.49413100990406694,0
A00-00914,0,US,Minority,51,77247.11,4.42,0.376,9.22,2,0,15747.62,personal,0,0.5215,0.49009474981038914,0
A00-00915,0,US,Minority,28,21796.02,3.8,0.584,1.17,0,0,21347.92,home_improvement,0,0.1299,0.10591220198653252,0
A00-00916,0,EU,Majority,43,45047.43,11.33,0.409,4.15,0,0,28561.27,personal,0,0.3539,0.3259902971918174,0
A00-00917,0,EU,Majority,64,61577.32,17.06,0.583,5.83,0,0,30253.13,personal,0,0.4281,0.41029854426104195,0
A00-00918,0,US,Majority,41,89011.81,11.82,0.277,10.3,0,0,25798.09,personal,1,0.8212,0.8070181329492034,1
A00-00919,0,EU,Majority,30,104230.06,4.24,0.424,9.38,0,0,16029.32,personal,1,0.8098,0.7273882043111013,1
A00-00920,0,EU,Majority,44,65379.52,5.75,0.284,12.63,2,0,26999.89,personal,0,0.5609,0.6114494308182271,1
A00-00921,0,US,Minority,34,49879.98,3.14,0.308,3.41,1,0,30955.79,personal,1,0.2901,0.2744864058087956,0
A00-00922,0,EU,Majority,24,31355.6,3.51,0.587,4.6,0,0,25296.81,personal,0,0.1928,0.14998028557298226,0
A00-00923,0,US,Majority,47,84907.71,3.39,0.238,10.6,1,0,21607.35,personal,1,0.7379,0.7268861991797042,1
A00-00924,0,US,Majority,51,58046.38,4.48,0.062,5.31,1,0,39724.25,auto,1,0.5446,0.6009861767166015,1
A00-00925,0,US,Majority,36,124708.36,6.31,0.245,6.09,0,0,26913.71,personal,1,0.8766,0.8337426810173227,1
A00-00926,0,US,Majority,35,54451.33,5.89,0.089,1.07,2,0,25172.13,personal,0,0.312,0.2980962171717352,0
A00-00927,0,EU,Minority,28,101500.23,8.84,0.261,8.26,1,0,25595.65,personal,1,0.7747,0.7414323714870403,1
A00-00928,0,EU,Majority,37,82718.98,6.51,0.227,14.67,1,0,39521.4,home_improvement,1,0.7982,0.8686342411038274,1
A00-00929,0,EU,Minority,33,41962.98,8.36,0.379,2.98,1,0,28424.12,personal,1,0.236,0.21605120359531843,0
A00-00930,0,EU,Majority,28,72910.73,9.12,0.084,12.59,1,0,31599.45,home_improvement,1,0.7963,0.8532254770468974,1
A00-00931,0,EU,Majority,60,83156.23,4.29,0.474,8.26,2,0,20678.36,personal,0,0.4657,0.44053553432409553,0
A00-00932,0,EU,Majority,44,64220.21,5.31,0.105,1.44,1,0,32924.08,home_improvement,1,0.4573,0.4997444218211912,0
A00-00933,0,US,Minority,45,77421.67,26.84,0.36,3.52,1,0,37155.93,personal,0,0.5303,0.5431815300647447,0
A00-00934,0,US,Minority,49,77003.19,4.06,0.336,3.27,1,1,31661.97,auto,0,0.2266,0.22323793965108202,0
A00-00935,0,EU,Majority,47,79830.43,8.63,0.429,7.23,2,0,30039.71,personal,1,0.4383,0.4420530612025031,0
A00-00936,0,US,Minority,34,61187.01,2.4,0.417,8.78,1,0,25779.69,home_improvement,1,0.4597,0.482024698396988,0
A00-00937,0,US,Majority,42,46176.14,9.27,0.472,15.9,0,0,25872.58,personal,1,0.6242,0.6528755413726597,1
A00-00938,0,US,Minority,36,60041.08,3.64,0.332,1.38,3,0,44401.47,auto,0,0.1657,0.18857517732013918,0
A00-00939,0,EU,Majority,44,71845.23,6.02,0.274,6.56,0,0,20981.73,personal,0,0.6524,0.5987553646927215,1
A00-00940,0,US,Majority,43,32855.03,2.12,0.38,4.92,0,0,15677.98,auto,0,0.3467,0.27530313391276523,0
A00-00941,0,US,Minority,35,64715.47,5.66,0.499,2.03,1,0,24426.56,auto,0,0.314,0.2385125893254377,0
A00-00942,0,US,Majority,24,66660.78,5.73,0.429,8.88,2,0,22471.52,personal,0,0.4032,0.37493229768209296,0
A00-00943,0,US,Majority,41,43864.1,5.19,0.369,8.51,1,0,36535.23,auto,1,0.379,0.4145297190482803,0
A00-00944,0,EU,Majority,37,62172.88,7.56,0.358,1.24,3,0,15718.22,auto,0,0.2245,0.17614804653200208,0
A00-00945,0,US,Majority,21,62574.92,10.79,0.326,8.57,3,0,18528.4,auto,0,0.4125,0.39110960067929756,0
A00-00946,0,EU,Minority,45,98171.8,3.04,0.424,2.28,1,0,25775.75,personal,0,0.5086,0.41906696892088036,0
A00-00947,0,EU,Minority,50,65682.25,5.27,0.619,7.15,3,0,34971.02,personal,0,0.1745,0.19461453989211136,0
A00-00948,0,US,Minority,67,81184.86,2.23,0.346,12.18,3,0,30496.87,auto,1,0.54,0.6096181381454803,1
A00-00949,0,EU,Majority,35,66261.51,1.52,0.286,10.35,2,0,42346.87,personal,0,0.4428,0.5251485919280263,0
A00-00950,0,EU,Majority,33,32895.59,6.46,0.277,9.21,1,1,27237.0,auto,1,0.1792,0.2106909564619979,0
A00-00951,0,EU,Majority,27,81274.5,2.88,0.377,6.38,1,0,25247.0,personal,0,0.5339,0.4713621860283308,0
A00-00952,0,US,Majority,41,55994.45,5.86,0.075,8.77,0,0,30772.8,home_improvement,1,0.7038,0.7624908555309905,1
A00-00953,0,US,Majority,41,62123.6,6.61,0.314,10.75,3,1,16787.57,auto,0,0.2101,0.23548051283232796,0
A00-00954,0,EU,Minority,30,41493.55,1.73,0.481,8.96,0,0,8508.56,personal,1,0.4204,0.322676321670156,0
A00-00955,0,EU,Minority,37,62882.59,7.21,0.312,6.7,4,0,31822.03,home_improvement,0,0.2299,0.31363154069933463,0
A00-00956,0,EU,Minority,21,81738.39,10.5,0.397,7.97,1,0,31427.87,auto,1,0.63,0.5948724292433767,1
A00-00957,0,EU,Majority,49,86222.02,8.18,0.583,3.23,2,0,32320.07,personal,0,0.2926,0.2637603785934896,0
A00-00958,0,US,Majority,31,98637.6,3.09,0.37,5.56,2,0,23580.32,personal,1,0.5397,0.4739956391231847,0
A00-00959,0,EU,Majority,39,101331.23,5.63,0.061,11.33,0,0,37471.49,personal,1,0.8991,0.9109359079206507,1
A00-00960,0,US,Majority,23,29628.39,6.02,0.161,11.87,3,0,30997.5,personal,0,0.2878,0.3801934477174528,0
A00-00961,0,EU,Majority,33,45821.21,5.33,0.3,8.87,1,0,22966.21,personal,0,0.4311,0.4245754294730577,0
A00-00962,0,US,Majority,36,34144.36,2.32,0.234,14.42,0,0,25927.67,personal,1,0.6076,0.6474992499588025,1
A00-00963,0,US,Majority,39,80506.68,3.43,0.342,10.53,0,0,29823.46,personal,1,0.725,0.7118544338896543,1
A00-00964,0,EU,Minority,44,48331.45,5.04,0.34,6.17,1,0,18741.9,personal,0,0.367,0.3322528313865227,0
A00-00965,0,EU,Majority,55,59205.57,6.56,0.47,3.62,0,0,24678.27,personal,0,0.3827,0.32597306914747226,0
A00-00966,0,EU,Minority,47,57384.65,4.04,0.244,12.85,1,0,27217.41,personal,1,0.6211,0.6649157911877646,1
A00-00967,0,US,Majority,50,75768.84,1.38,0.305,11.58,0,0,24378.68,auto,1,0.7754,0.7585217295289963,1
A00-00968,0,US,Majority,55,40278.9,4.21,0.356,15.69,0,0,11121.25,personal,1,0.6583,0.6545435282834855,1
A00-00969,0,EU,Majority,45,44581.59,14.19,0.371,17.17,2,0,29051.54,personal,0,0.5328,0.6399074906571796,1
A00-00970,0,US,Majority,39,68524.63,7.24,0.348,3.35,1,0,36501.15,home_improvement,0,0.4001,0.4363605552893544,0
A00-00971,0,US,Majority,50,91276.17,6.45,0.041,3.36,2,0,32514.09,auto,1,0.6516,0.659194800987849,1
A00-00972,0,EU,Majority,51,68017.45,3.39,0.34,0.5,0,0,28067.81,home_improvement,0,0.4244,0.3992949352550902,0
A00-00973,0,US,Minority,46,46458.47,4.33,0.357,10.77,1,0,33614.41,home_improvement,0,0.4386,0.5389821555731852,0
A00-00974,0,EU,Majority,23,27684.04,1.3,0.434,11.13,2,0,33830.66,auto,0,0.229,0.26513109007735464,0
A00-00975,0,US,Majority,30,86600.84,3.24,0.417,8.89,2,0,29290.69,auto,0,0.5523,0.5274845394104507,0
A00-00976,0,EU,Majority,36,54517.3,7.03,0.359,3.6,0,0,7503.48,personal,0,0.4615,0.3343341029169974,0
A00-00977,0,EU,Majority,48,46698.7,6.48,0.368,8.14,1,0,36449.58,auto,1,0.3943,0.4332197637476951,0
A00-00978,0,EU,Majority,39,35908.82,3.8,0.492,9.24,0,0,16483.02,auto,0,0.4184,0.35570637748559547,0
A00-00979,0,EU,Majority,52,41157.08,5.33,0.468,11.63,1,0,17469.32,auto,1,0.4385,0.425254400390576,0
A00-00980,0,US,Minority,53,43236.93,5.89,0.408,8.19,1,0,17287.5,personal,0,0.3575,0.33725914989838707,0
A00-00981,0,EU,Minority,52,56961.87,3.93,0.632,9.76,1,0,49172.19,home_improvement,0,0.2932,0.40457642940006155,0
A00-00982,0,EU,Minority,52,38533.91,7.49,0.3,6.6,1,0,30038.85,personal,0,0.3231,0.35275452103213634,0
A00-00983,0,EU,Majority,28,72028.45,6.41,0.188,13.23,1,0,20865.69,auto,1,0.7921,0.7865901295815543,1
A00-00984,0,EU,Majority,44,63817.49,4.43,0.329,11.03,3,0,17602.55,home_improvement,1,0.4286,0.4913087872853224,0
A00-00985,0,EU,Minority,32,103717.85,2.43,0.33,2.35,2,0,32417.93,home_improvement,1,0.5032,0.4961334239386425,0
A00-00986,0,EU,Majority,21,36115.58,4.23,0.034,14.06,3,0,28508.28,personal,0,0.4425,0.5564090557224299,1
A00-00987,0,EU,Majority,36,71568.11,4.05,0.252,13.4,0,0,27944.52,personal,1,0.7816,0.789232146092467,1
A00-00988,0,US,Majority,54,71806.09,3.79,0.371,10.36,0,0,17767.77,auto,0,0.7271,0.6807592687917233,1
A00-00989,0,US,Minority,44,41919.41,1.79,0.368,8.22,3,0,26670.09,auto,1,0.2155,0.24020021552757032,0
A00-00990,0,EU,Majority,61,70309.8,12.1,0.237,15.13,0,0,20887.47,personal,1,0.8451,0.8610984056038163,1
A00-00991,0,US,Minority,41,76122.29,11.77,0.38,0.57,3,0,35746.91,auto,0,0.2434,0.23884255295957327,0
A00-00992,0,EU,Minority,66,63333.34,5.21,0.39,12.06,1,0,24420.06,home_improvement,1,0.592,0.6633522074471312,1
A00-00993,0,EU,Majority,41,94804.79,6.54,0.416,6.6,2,0,19954.07,personal,0,0.5432,0.4827831981556557,0
A00-00994,0,US,Minority,39,20123.94,7.41,0.298,11.48,2,0,29556.72,personal,0,0.2537,0.3258755820138562,0
A00-00995,0,EU,Majority,25,52497.57,5.26,0.435,8.98,1,0,29799.44,auto,0,0.4273,0.41064829890949484,0
A00-00996,0,EU,Majority,51,96526.06,6.82,0.199,3.53,3,0,24569.72,auto,0,0.5345,0.5118741793347875,0
A00-00997,0,EU,Majority,33,85828.5,8.03,0.27,6.51,0,0,35352.04,home_improvement,1,0.7232,0.7423592715704925,1
A00-00998,0,US,Minority,32,71769.72,6.27,0.579,11.19,0,0,33973.84,auto,0,0.6153,0.5891449154622518,1
A00-00999,0,EU,Majority,53,91931.09,8.85,0.207,7.66,2,0,39347.35,personal,0,0.6254,0.6831552065573394,1
A00-01000,0,US,Majority,52,32085.4,3.71,0.251,6.01,2,0,29810.22,auto,1,0.2437,0.27751828376062304,0
A00-01001,0,EU,Majority,51,83616.6,5.63,0.18,5.99,2,0,25380.0,home_improvement,0,0.5871,0.6314431382970246,1
A00-01002,0,US,Majority,35,88723.03,21.71,0.231,11.07,1,0,12770.09,personal,1,0.8407,0.8170388108983764,1
A00-01003,0,EU,Majority,38,55984.7,10.03,0.347,15.5,4,0,25001.06,personal,1,0.3797,0.4792719869764899,0
A00-01004,0,EU,Majority,38,118455.51,6.35,0.415,0.5,0,0,36500.96,auto,0,0.7119,0.6143446575551198,1
A00-01005,0,EU,Majority,48,72230.63,3.04,0.328,19.7,1,0,24095.62,personal,1,0.8061,0.8421453539455828,1
A00-01006,0,US,Minority,56,19837.39,5.8,0.336,7.91,1,0,3000.0,home_improvement,1,0.3045,0.3003840795845353,0
A00-01007,0,EU,Majority,43,75744.17,9.65,0.181,10.82,0,0,29010.51,personal,0,0.7978,0.8068170286101631,1
A00-01008,0,EU,Minority,61,47822.66,8.54,0.288,5.35,2,0,18737.09,personal,0,0.3022,0.3037128137156193,0
A00-01009,0,US,Majority,49,90634.91,1.48,0.144,8.49,1,0,31435.07,home_improvement,0,0.7514,0.7945248324684392,1
A00-01010,0,EU,Majority,36,78910.94,1.84,0.418,9.27,2,0,44595.03,personal,0,0.4182,0.4778567771870036,0
A00-01011,0,EU,Majority,48,57139.48,1.91,0.427,4.3,1,0,25559.7,personal,1,0.3004,0.26747976550024577,0
A00-01012,0,EU,Majority,58,97046.59,7.48,0.325,5.28,0,0,26969.84,personal,0,0.7308,0.6864687910409866,1
A00-01013,0,EU,Minority,61,79349.57,1.93,0.428,11.84,1,0,23452.79,home_improvement,1,0.6511,0.69088818375625,1
A00-01014,0,EU,Majority,52,52769.52,2.95,0.435,2.29,3,0,30650.47,home_improvement,0,0.1296,0.1579636905411598,0
A00-01015,0,EU,Majority,39,65611.14,5.15,0.342,10.26,1,0,24860.77,personal,1,0.5654,0.5610085655055552,1
A00-01016,0,EU,Majority,37,78321.42,10.56,0.497,7.02,2,0,18716.56,auto,1,0.47,0.40425097313339226,0
A00-01017,0,US,Minority,45,54579.0,7.69,0.252,3.26,0,0,20589.94,auto,1,0.5252,0.45285787352330137,0
A00-01018,0,US,Majority,57,62146.41,4.77,0.288,16.39,1,1,40451.97,personal,0,0.4034,0.5625369754409717,1
A00-01019,0,EU,Majority,44,69197.78,8.99,0.274,4.68,2,0,26802.66,personal,0,0.4012,0.397099342106585,0
A00-01020,0,US,Minority,44,41249.83,16.51,0.453,2.58,0,0,32082.76,home_improvement,0,0.3062,0.3253044255283812,0
A00-01021,0,EU,Minority,40,19077.46,5.84,0.203,6.35,2,1,26692.57,personal,1,0.0704,0.09546120771019033,0
A00-01022,0,US,Minority,35,66043.56,2.33,0.549,4.03,1,0,36611.74,auto,0,0.2992,0.26541936936102306,0
A00-01023,0,US,Majority,37,30710.9,3.03,0.397,8.53,0,0,15472.36,personal,0,0.3751,0.3267553530250651,0
A00-01024,0,US,Majority,40,49632.26,3.01,0.54,9.12,1,0,25547.98,auto,1,0.3571,0.33118340689257825,0
A00-01025,0,US,Majority,58,34839.94,3.48,0.325,9.44,3,0,28125.92,personal,0,0.1955,0.2558318545863182,0
A00-01026,0,US,Minority,36,30179.56,4.57,0.309,6.6,0,0,36947.92,personal,0,0.3247,0.3503747942836332,0
